
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:40:02.054 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   420.   420 a     -0.18505027 H =     -5.03548 eV
   LUMO:   421.   421 a     -0.14010114 H =     -3.81235 eV
   Gap :                    +0.04494914 H =     +1.22313 eV
 
Number of MOs=   3970, Electrons=    840.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
 1854.  1854 a                     +2.041947 H =       +55.564 eV
 1853.  1853 a                     +2.040823 H =       +55.534 eV
 1852.  1852 a                     +2.038807 H =       +55.479 eV
 1851.  1851 a                     +2.036533 H =       +55.417 eV
 1850.  1850 a                     +2.035029 H =       +55.376 eV
 1849.  1849 a                     +2.030635 H =       +55.256 eV
 1848.  1848 a                     +2.030276 H =       +55.247 eV
 1847.  1847 a                     +2.029298 H =       +55.220 eV
 1846.  1846 a                     +2.026701 H =       +55.149 eV
 1845.  1845 a                     +2.025627 H =       +55.120 eV
 1844.  1844 a                     +2.023093 H =       +55.051 eV
 1843.  1843 a                     +2.021923 H =       +55.019 eV
 1842.  1842 a                     +2.019201 H =       +54.945 eV
 1841.  1841 a                     +2.017533 H =       +54.900 eV
 1840.  1840 a                     +2.017298 H =       +54.894 eV
 1839.  1839 a                     +2.012704 H =       +54.768 eV
 1838.  1838 a                     +2.010862 H =       +54.718 eV
 1837.  1837 a                     +2.007577 H =       +54.629 eV
 1836.  1836 a                     +2.005949 H =       +54.585 eV
 1835.  1835 a                     +2.001550 H =       +54.465 eV
 1834.  1834 a                     +2.000508 H =       +54.437 eV
 1833.  1833 a                     +1.999240 H =       +54.402 eV
 1832.  1832 a                     +1.996489 H =       +54.327 eV
 1831.  1831 a                     +1.993987 H =       +54.259 eV
 1830.  1830 a                     +1.992948 H =       +54.231 eV
 1829.  1829 a                     +1.991643 H =       +54.195 eV
 1828.  1828 a                     +1.988822 H =       +54.119 eV
 1827.  1827 a                     +1.986577 H =       +54.058 eV
 1826.  1826 a                     +1.984616 H =       +54.004 eV
 1825.  1825 a                     +1.981886 H =       +53.930 eV
 1824.  1824 a                     +1.980547 H =       +53.893 eV
 1823.  1823 a                     +1.980014 H =       +53.879 eV
 1822.  1822 a                     +1.977799 H =       +53.819 eV
 1821.  1821 a                     +1.976518 H =       +53.784 eV
 1820.  1820 a                     +1.974694 H =       +53.734 eV
 1819.  1819 a                     +1.973476 H =       +53.701 eV
 1818.  1818 a                     +1.972316 H =       +53.669 eV
 1817.  1817 a                     +1.969934 H =       +53.605 eV
 1816.  1816 a                     +1.967300 H =       +53.533 eV
 1815.  1815 a                     +1.965957 H =       +53.496 eV
 1814.  1814 a                     +1.964468 H =       +53.456 eV
 1813.  1813 a                     +1.963107 H =       +53.419 eV
 1812.  1812 a                     +1.962069 H =       +53.391 eV
 1811.  1811 a                     +1.961471 H =       +53.374 eV
 1810.  1810 a                     +1.958683 H =       +53.299 eV
 1809.  1809 a                     +1.955018 H =       +53.199 eV
 1808.  1808 a                     +1.953773 H =       +53.165 eV
 1807.  1807 a                     +1.952582 H =       +53.132 eV
 1806.  1806 a                     +1.952241 H =       +53.123 eV
 1805.  1805 a                     +1.948869 H =       +53.031 eV
 1804.  1804 a                     +1.948146 H =       +53.012 eV
 1803.  1803 a                     +1.947118 H =       +52.984 eV
 1802.  1802 a                     +1.944139 H =       +52.903 eV
 1801.  1801 a                     +1.941557 H =       +52.832 eV
 1800.  1800 a                     +1.939044 H =       +52.764 eV
 1799.  1799 a                     +1.937893 H =       +52.733 eV
 1798.  1798 a                     +1.935745 H =       +52.674 eV
 1797.  1797 a                     +1.933533 H =       +52.614 eV
 1796.  1796 a                     +1.932567 H =       +52.588 eV
 1795.  1795 a                     +1.931493 H =       +52.559 eV
 1794.  1794 a                     +1.929501 H =       +52.504 eV
 1793.  1793 a                     +1.928273 H =       +52.471 eV
 1792.  1792 a                     +1.927668 H =       +52.455 eV
 1791.  1791 a                     +1.924959 H =       +52.381 eV
 1790.  1790 a                     +1.924658 H =       +52.373 eV
 1789.  1789 a                     +1.923052 H =       +52.329 eV
 1788.  1788 a                     +1.921460 H =       +52.286 eV
 1787.  1787 a                     +1.920250 H =       +52.253 eV
 1786.  1786 a                     +1.918779 H =       +52.213 eV
 1785.  1785 a                     +1.916876 H =       +52.161 eV
 1784.  1784 a                     +1.915036 H =       +52.111 eV
 1783.  1783 a                     +1.913340 H =       +52.065 eV
 1782.  1782 a                     +1.910950 H =       +52.000 eV
 1781.  1781 a                     +1.909949 H =       +51.972 eV
 1780.  1780 a                     +1.905836 H =       +51.860 eV
 1779.  1779 a                     +1.904603 H =       +51.827 eV
 1778.  1778 a                     +1.903978 H =       +51.810 eV
 1777.  1777 a                     +1.901919 H =       +51.754 eV
 1776.  1776 a                     +1.900787 H =       +51.723 eV
 1775.  1775 a                     +1.899736 H =       +51.694 eV
 1774.  1774 a                     +1.895266 H =       +51.573 eV
 1773.  1773 a                     +1.893487 H =       +51.524 eV
 1772.  1772 a                     +1.891399 H =       +51.468 eV
 1771.  1771 a                     +1.890704 H =       +51.449 eV
 1770.  1770 a                     +1.889066 H =       +51.404 eV
 1769.  1769 a                     +1.886315 H =       +51.329 eV
 1768.  1768 a                     +1.883865 H =       +51.263 eV
 1767.  1767 a                     +1.882112 H =       +51.215 eV
 1766.  1766 a                     +1.880690 H =       +51.176 eV
 1765.  1765 a                     +1.879771 H =       +51.151 eV
 1764.  1764 a                     +1.876955 H =       +51.075 eV
 1763.  1763 a                     +1.874936 H =       +51.020 eV
 1762.  1762 a                     +1.871359 H =       +50.922 eV
 1761.  1761 a                     +1.868897 H =       +50.855 eV
 1760.  1760 a                     +1.866907 H =       +50.801 eV
 1759.  1759 a                     +1.863829 H =       +50.717 eV
 1758.  1758 a                     +1.862016 H =       +50.668 eV
 1757.  1757 a                     +1.861551 H =       +50.655 eV
 1756.  1756 a                     +1.860262 H =       +50.620 eV
 1755.  1755 a                     +1.856155 H =       +50.509 eV
 1754.  1754 a                     +1.854526 H =       +50.464 eV
 1753.  1753 a                     +1.852761 H =       +50.416 eV
 1752.  1752 a                     +1.850607 H =       +50.358 eV
 1751.  1751 a                     +1.847436 H =       +50.271 eV
 1750.  1750 a                     +1.845205 H =       +50.211 eV
 1749.  1749 a                     +1.843747 H =       +50.171 eV
 1748.  1748 a                     +1.842658 H =       +50.141 eV
 1747.  1747 a                     +1.840795 H =       +50.091 eV
 1746.  1746 a                     +1.839048 H =       +50.043 eV
 1745.  1745 a                     +1.837270 H =       +49.995 eV
 1744.  1744 a                     +1.836472 H =       +49.973 eV
 1743.  1743 a                     +1.834284 H =       +49.913 eV
 1742.  1742 a                     +1.833111 H =       +49.882 eV
 1741.  1741 a                     +1.830165 H =       +49.801 eV
 1740.  1740 a                     +1.828844 H =       +49.765 eV
 1739.  1739 a                     +1.827362 H =       +49.725 eV
 1738.  1738 a                     +1.825852 H =       +49.684 eV
 1737.  1737 a                     +1.821799 H =       +49.574 eV
 1736.  1736 a                     +1.820228 H =       +49.531 eV
 1735.  1735 a                     +1.817612 H =       +49.460 eV
 1734.  1734 a                     +1.816612 H =       +49.433 eV
 1733.  1733 a                     +1.815759 H =       +49.409 eV
 1732.  1732 a                     +1.813424 H =       +49.346 eV
 1731.  1731 a                     +1.811010 H =       +49.280 eV
 1730.  1730 a                     +1.809092 H =       +49.228 eV
 1729.  1729 a                     +1.807979 H =       +49.198 eV
 1728.  1728 a                     +1.805008 H =       +49.117 eV
 1727.  1727 a                     +1.802934 H =       +49.060 eV
 1726.  1726 a                     +1.800957 H =       +49.007 eV
 1725.  1725 a                     +1.797234 H =       +48.905 eV
 1724.  1724 a                     +1.796068 H =       +48.874 eV
 1723.  1723 a                     +1.792088 H =       +48.765 eV
 1722.  1722 a                     +1.791711 H =       +48.755 eV
 1721.  1721 a                     +1.787665 H =       +48.645 eV
 1720.  1720 a                     +1.786395 H =       +48.610 eV
 1719.  1719 a                     +1.785187 H =       +48.577 eV
 1718.  1718 a                     +1.782174 H =       +48.495 eV
 1717.  1717 a                     +1.781336 H =       +48.473 eV
 1716.  1716 a                     +1.779140 H =       +48.413 eV
 1715.  1715 a                     +1.775058 H =       +48.302 eV
 1714.  1714 a                     +1.773679 H =       +48.264 eV
 1713.  1713 a                     +1.770925 H =       +48.189 eV
 1712.  1712 a                     +1.768804 H =       +48.132 eV
 1711.  1711 a                     +1.766311 H =       +48.064 eV
 1710.  1710 a                     +1.763962 H =       +48.000 eV
 1709.  1709 a                     +1.762556 H =       +47.962 eV
 1708.  1708 a                     +1.761109 H =       +47.922 eV
 1707.  1707 a                     +1.759292 H =       +47.873 eV
 1706.  1706 a                     +1.758028 H =       +47.838 eV
 1705.  1705 a                     +1.754776 H =       +47.750 eV
 1704.  1704 a                     +1.750604 H =       +47.636 eV
 1703.  1703 a                     +1.744623 H =       +47.474 eV
 1702.  1702 a                     +1.744457 H =       +47.469 eV
 1701.  1701 a                     +1.743372 H =       +47.440 eV
 1700.  1700 a                     +1.740105 H =       +47.351 eV
 1699.  1699 a                     +1.738218 H =       +47.299 eV
 1698.  1698 a                     +1.729094 H =       +47.051 eV
 1697.  1697 a                     +1.727047 H =       +46.995 eV
 1696.  1696 a                     +1.724140 H =       +46.916 eV
 1695.  1695 a                     +1.723011 H =       +46.886 eV
 1694.  1694 a                     +1.720892 H =       +46.828 eV
 1693.  1693 a                     +1.717110 H =       +46.725 eV
 1692.  1692 a                     +1.713095 H =       +46.616 eV
 1691.  1691 a                     +1.710541 H =       +46.546 eV
 1690.  1690 a                     +1.708295 H =       +46.485 eV
 1689.  1689 a                     +1.707344 H =       +46.459 eV
 1688.  1688 a                     +1.704037 H =       +46.369 eV
 1687.  1687 a                     +1.703297 H =       +46.349 eV
 1686.  1686 a                     +1.698459 H =       +46.217 eV
 1685.  1685 a                     +1.696769 H =       +46.171 eV
 1684.  1684 a                     +1.694911 H =       +46.121 eV
 1683.  1683 a                     +1.691796 H =       +46.036 eV
 1682.  1682 a                     +1.689814 H =       +45.982 eV
 1681.  1681 a                     +1.688889 H =       +45.957 eV
 1680.  1680 a                     +1.686438 H =       +45.890 eV
 1679.  1679 a                     +1.683319 H =       +45.805 eV
 1678.  1678 a                     +1.680438 H =       +45.727 eV
 1677.  1677 a                     +1.678537 H =       +45.675 eV
 1676.  1676 a                     +1.676540 H =       +45.621 eV
 1675.  1675 a                     +1.669884 H =       +45.440 eV
 1674.  1674 a                     +1.669183 H =       +45.421 eV
 1673.  1673 a                     +1.668191 H =       +45.394 eV
 1672.  1672 a                     +1.666903 H =       +45.359 eV
 1671.  1671 a                     +1.666375 H =       +45.344 eV
 1670.  1670 a                     +1.661829 H =       +45.221 eV
 1669.  1669 a                     +1.660183 H =       +45.176 eV
 1668.  1668 a                     +1.659406 H =       +45.155 eV
 1667.  1667 a                     +1.654736 H =       +45.028 eV
 1666.  1666 a                     +1.653668 H =       +44.999 eV
 1665.  1665 a                     +1.650713 H =       +44.918 eV
 1664.  1664 a                     +1.649896 H =       +44.896 eV
 1663.  1663 a                     +1.644856 H =       +44.759 eV
 1662.  1662 a                     +1.641683 H =       +44.672 eV
 1661.  1661 a                     +1.639756 H =       +44.620 eV
 1660.  1660 a                     +1.638167 H =       +44.577 eV
 1659.  1659 a                     +1.636840 H =       +44.541 eV
 1658.  1658 a                     +1.631640 H =       +44.399 eV
 1657.  1657 a                     +1.628678 H =       +44.319 eV
 1656.  1656 a                     +1.626000 H =       +44.246 eV
 1655.  1655 a                     +1.622593 H =       +44.153 eV
 1654.  1654 a                     +1.620795 H =       +44.104 eV
 1653.  1653 a                     +1.620005 H =       +44.083 eV
 1652.  1652 a                     +1.617535 H =       +44.015 eV
 1651.  1651 a                     +1.615487 H =       +43.960 eV
 1650.  1650 a                     +1.614411 H =       +43.930 eV
 1649.  1649 a                     +1.612987 H =       +43.892 eV
 1648.  1648 a                     +1.612413 H =       +43.876 eV
 1647.  1647 a                     +1.609900 H =       +43.808 eV
 1646.  1646 a                     +1.608211 H =       +43.762 eV
 1645.  1645 a                     +1.605676 H =       +43.693 eV
 1644.  1644 a                     +1.604244 H =       +43.654 eV
 1643.  1643 a                     +1.601514 H =       +43.579 eV
 1642.  1642 a                     +1.600912 H =       +43.563 eV
 1641.  1641 a                     +1.599534 H =       +43.526 eV
 1640.  1640 a                     +1.597576 H =       +43.472 eV
 1639.  1639 a                     +1.595391 H =       +43.413 eV
 1638.  1638 a                     +1.592292 H =       +43.328 eV
 1637.  1637 a                     +1.591236 H =       +43.300 eV
 1636.  1636 a                     +1.590279 H =       +43.274 eV
 1635.  1635 a                     +1.589056 H =       +43.240 eV
 1634.  1634 a                     +1.587524 H =       +43.199 eV
 1633.  1633 a                     +1.585859 H =       +43.153 eV
 1632.  1632 a                     +1.584445 H =       +43.115 eV
 1631.  1631 a                     +1.582237 H =       +43.055 eV
 1630.  1630 a                     +1.580379 H =       +43.004 eV
 1629.  1629 a                     +1.579239 H =       +42.973 eV
 1628.  1628 a                     +1.578015 H =       +42.940 eV
 1627.  1627 a                     +1.575650 H =       +42.876 eV
 1626.  1626 a                     +1.574424 H =       +42.842 eV
 1625.  1625 a                     +1.572657 H =       +42.794 eV
 1624.  1624 a                     +1.570826 H =       +42.744 eV
 1623.  1623 a                     +1.567315 H =       +42.649 eV
 1622.  1622 a                     +1.566339 H =       +42.622 eV
 1621.  1621 a                     +1.565740 H =       +42.606 eV
 1620.  1620 a                     +1.564632 H =       +42.576 eV
 1619.  1619 a                     +1.563149 H =       +42.535 eV
 1618.  1618 a                     +1.560914 H =       +42.475 eV
 1617.  1617 a                     +1.559021 H =       +42.423 eV
 1616.  1616 a                     +1.557861 H =       +42.392 eV
 1615.  1615 a                     +1.556177 H =       +42.346 eV
 1614.  1614 a                     +1.555359 H =       +42.324 eV
 1613.  1613 a                     +1.554352 H =       +42.296 eV
 1612.  1612 a                     +1.551526 H =       +42.219 eV
 1611.  1611 a                     +1.550391 H =       +42.188 eV
 1610.  1610 a                     +1.549365 H =       +42.160 eV
 1609.  1609 a                     +1.548670 H =       +42.141 eV
 1608.  1608 a                     +1.547778 H =       +42.117 eV
 1607.  1607 a                     +1.547314 H =       +42.105 eV
 1606.  1606 a                     +1.545322 H =       +42.050 eV
 1605.  1605 a                     +1.544265 H =       +42.022 eV
 1604.  1604 a                     +1.542829 H =       +41.983 eV
 1603.  1603 a                     +1.541156 H =       +41.937 eV
 1602.  1602 a                     +1.540458 H =       +41.918 eV
 1601.  1601 a                     +1.538730 H =       +41.871 eV
 1600.  1600 a                     +1.536414 H =       +41.808 eV
 1599.  1599 a                     +1.534859 H =       +41.766 eV
 1598.  1598 a                     +1.534132 H =       +41.746 eV
 1597.  1597 a                     +1.531962 H =       +41.687 eV
 1596.  1596 a                     +1.529170 H =       +41.611 eV
 1595.  1595 a                     +1.527727 H =       +41.572 eV
 1594.  1594 a                     +1.525661 H =       +41.515 eV
 1593.  1593 a                     +1.525609 H =       +41.514 eV
 1592.  1592 a                     +1.522859 H =       +41.439 eV
 1591.  1591 a                     +1.520232 H =       +41.368 eV
 1590.  1590 a                     +1.517196 H =       +41.285 eV
 1589.  1589 a                     +1.515566 H =       +41.241 eV
 1588.  1588 a                     +1.514944 H =       +41.224 eV
 1587.  1587 a                     +1.513679 H =       +41.189 eV
 1586.  1586 a                     +1.510500 H =       +41.103 eV
 1585.  1585 a                     +1.507982 H =       +41.034 eV
 1584.  1584 a                     +1.505608 H =       +40.970 eV
 1583.  1583 a                     +1.503216 H =       +40.905 eV
 1582.  1582 a                     +1.502109 H =       +40.874 eV
 1581.  1581 a                     +1.500554 H =       +40.832 eV
 1580.  1580 a                     +1.498415 H =       +40.774 eV
 1579.  1579 a                     +1.495293 H =       +40.689 eV
 1578.  1578 a                     +1.491705 H =       +40.591 eV
 1577.  1577 a                     +1.490561 H =       +40.560 eV
 1576.  1576 a                     +1.489577 H =       +40.533 eV
 1575.  1575 a                     +1.488236 H =       +40.497 eV
 1574.  1574 a                     +1.485696 H =       +40.428 eV
 1573.  1573 a                     +1.484257 H =       +40.389 eV
 1572.  1572 a                     +1.481105 H =       +40.303 eV
 1571.  1571 a                     +1.480415 H =       +40.284 eV
 1570.  1570 a                     +1.477962 H =       +40.217 eV
 1569.  1569 a                     +1.476042 H =       +40.165 eV
 1568.  1568 a                     +1.475468 H =       +40.150 eV
 1567.  1567 a                     +1.473606 H =       +40.099 eV
 1566.  1566 a                     +1.469927 H =       +39.999 eV
 1565.  1565 a                     +1.466175 H =       +39.897 eV
 1564.  1564 a                     +1.465788 H =       +39.886 eV
 1563.  1563 a                     +1.463961 H =       +39.836 eV
 1562.  1562 a                     +1.462643 H =       +39.801 eV
 1561.  1561 a                     +1.460107 H =       +39.732 eV
 1560.  1560 a                     +1.458280 H =       +39.682 eV
 1559.  1559 a                     +1.457872 H =       +39.671 eV
 1558.  1558 a                     +1.456868 H =       +39.643 eV
 1557.  1557 a                     +1.455133 H =       +39.596 eV
 1556.  1556 a                     +1.451435 H =       +39.496 eV
 1555.  1555 a                     +1.449903 H =       +39.454 eV
 1554.  1554 a                     +1.447712 H =       +39.394 eV
 1553.  1553 a                     +1.446938 H =       +39.373 eV
 1552.  1552 a                     +1.446254 H =       +39.355 eV
 1551.  1551 a                     +1.444456 H =       +39.306 eV
 1550.  1550 a                     +1.442416 H =       +39.250 eV
 1549.  1549 a                     +1.440165 H =       +39.189 eV
 1548.  1548 a                     +1.438472 H =       +39.143 eV
 1547.  1547 a                     +1.438068 H =       +39.132 eV
 1546.  1546 a                     +1.436280 H =       +39.083 eV
 1545.  1545 a                     +1.432837 H =       +38.990 eV
 1544.  1544 a                     +1.430393 H =       +38.923 eV
 1543.  1543 a                     +1.428044 H =       +38.859 eV
 1542.  1542 a                     +1.426850 H =       +38.827 eV
 1541.  1541 a                     +1.424007 H =       +38.749 eV
 1540.  1540 a                     +1.423032 H =       +38.723 eV
 1539.  1539 a                     +1.421580 H =       +38.683 eV
 1538.  1538 a                     +1.420774 H =       +38.661 eV
 1537.  1537 a                     +1.418862 H =       +38.609 eV
 1536.  1536 a                     +1.417812 H =       +38.581 eV
 1535.  1535 a                     +1.412320 H =       +38.431 eV
 1534.  1534 a                     +1.411648 H =       +38.413 eV
 1533.  1533 a                     +1.411111 H =       +38.398 eV
 1532.  1532 a                     +1.409498 H =       +38.354 eV
 1531.  1531 a                     +1.405705 H =       +38.251 eV
 1530.  1530 a                     +1.404999 H =       +38.232 eV
 1529.  1529 a                     +1.403059 H =       +38.179 eV
 1528.  1528 a                     +1.401438 H =       +38.135 eV
 1527.  1527 a                     +1.399501 H =       +38.082 eV
 1526.  1526 a                     +1.399041 H =       +38.070 eV
 1525.  1525 a                     +1.396883 H =       +38.011 eV
 1524.  1524 a                     +1.395516 H =       +37.974 eV
 1523.  1523 a                     +1.395150 H =       +37.964 eV
 1522.  1522 a                     +1.392731 H =       +37.898 eV
 1521.  1521 a                     +1.391201 H =       +37.857 eV
 1520.  1520 a                     +1.389891 H =       +37.821 eV
 1519.  1519 a                     +1.388036 H =       +37.770 eV
 1518.  1518 a                     +1.386622 H =       +37.732 eV
 1517.  1517 a                     +1.386010 H =       +37.715 eV
 1516.  1516 a                     +1.382707 H =       +37.625 eV
 1515.  1515 a                     +1.381509 H =       +37.593 eV
 1514.  1514 a                     +1.378337 H =       +37.506 eV
 1513.  1513 a                     +1.378113 H =       +37.500 eV
 1512.  1512 a                     +1.376668 H =       +37.461 eV
 1511.  1511 a                     +1.376318 H =       +37.452 eV
 1510.  1510 a                     +1.372863 H =       +37.358 eV
 1509.  1509 a                     +1.371409 H =       +37.318 eV
 1508.  1508 a                     +1.369362 H =       +37.262 eV
 1507.  1507 a                     +1.367150 H =       +37.202 eV
 1506.  1506 a                     +1.366549 H =       +37.186 eV
 1505.  1505 a                     +1.363664 H =       +37.107 eV
 1504.  1504 a                     +1.361088 H =       +37.037 eV
 1503.  1503 a                     +1.359391 H =       +36.991 eV
 1502.  1502 a                     +1.358256 H =       +36.960 eV
 1501.  1501 a                     +1.357442 H =       +36.938 eV
 1500.  1500 a                     +1.353763 H =       +36.838 eV
 1499.  1499 a                     +1.352877 H =       +36.814 eV
 1498.  1498 a                     +1.350806 H =       +36.757 eV
 1497.  1497 a                     +1.349598 H =       +36.724 eV
 1496.  1496 a                     +1.348229 H =       +36.687 eV
 1495.  1495 a                     +1.347787 H =       +36.675 eV
 1494.  1494 a                     +1.344816 H =       +36.594 eV
 1493.  1493 a                     +1.343918 H =       +36.570 eV
 1492.  1492 a                     +1.341307 H =       +36.499 eV
 1491.  1491 a                     +1.340425 H =       +36.475 eV
 1490.  1490 a                     +1.339714 H =       +36.455 eV
 1489.  1489 a                     +1.337167 H =       +36.386 eV
 1488.  1488 a                     +1.336395 H =       +36.365 eV
 1487.  1487 a                     +1.334767 H =       +36.321 eV
 1486.  1486 a                     +1.333067 H =       +36.275 eV
 1485.  1485 a                     +1.332261 H =       +36.253 eV
 1484.  1484 a                     +1.329426 H =       +36.176 eV
 1483.  1483 a                     +1.328628 H =       +36.154 eV
 1482.  1482 a                     +1.327109 H =       +36.112 eV
 1481.  1481 a                     +1.326269 H =       +36.090 eV
 1480.  1480 a                     +1.325472 H =       +36.068 eV
 1479.  1479 a                     +1.323710 H =       +36.020 eV
 1478.  1478 a                     +1.322291 H =       +35.981 eV
 1477.  1477 a                     +1.320345 H =       +35.928 eV
 1476.  1476 a                     +1.317557 H =       +35.853 eV
 1475.  1475 a                     +1.317031 H =       +35.838 eV
 1474.  1474 a                     +1.315952 H =       +35.809 eV
 1473.  1473 a                     +1.313195 H =       +35.734 eV
 1472.  1472 a                     +1.311472 H =       +35.687 eV
 1471.  1471 a                     +1.310674 H =       +35.665 eV
 1470.  1470 a                     +1.308956 H =       +35.619 eV
 1469.  1469 a                     +1.306157 H =       +35.542 eV
 1468.  1468 a                     +1.304999 H =       +35.511 eV
 1467.  1467 a                     +1.303971 H =       +35.483 eV
 1466.  1466 a                     +1.302348 H =       +35.439 eV
 1465.  1465 a                     +1.301381 H =       +35.412 eV
 1464.  1464 a                     +1.300259 H =       +35.382 eV
 1463.  1463 a                     +1.298032 H =       +35.321 eV
 1462.  1462 a                     +1.296603 H =       +35.282 eV
 1461.  1461 a                     +1.295786 H =       +35.260 eV
 1460.  1460 a                     +1.294516 H =       +35.226 eV
 1459.  1459 a                     +1.292830 H =       +35.180 eV
 1458.  1458 a                     +1.290303 H =       +35.111 eV
 1457.  1457 a                     +1.289177 H =       +35.080 eV
 1456.  1456 a                     +1.288812 H =       +35.070 eV
 1455.  1455 a                     +1.287874 H =       +35.045 eV
 1454.  1454 a                     +1.285849 H =       +34.990 eV
 1453.  1453 a                     +1.284616 H =       +34.956 eV
 1452.  1452 a                     +1.283655 H =       +34.930 eV
 1451.  1451 a                     +1.282765 H =       +34.906 eV
 1450.  1450 a                     +1.280511 H =       +34.845 eV
 1449.  1449 a                     +1.279335 H =       +34.813 eV
 1448.  1448 a                     +1.277880 H =       +34.773 eV
 1447.  1447 a                     +1.277191 H =       +34.754 eV
 1446.  1446 a                     +1.276455 H =       +34.734 eV
 1445.  1445 a                     +1.275104 H =       +34.697 eV
 1444.  1444 a                     +1.274926 H =       +34.693 eV
 1443.  1443 a                     +1.271849 H =       +34.609 eV
 1442.  1442 a                     +1.270485 H =       +34.572 eV
 1441.  1441 a                     +1.269142 H =       +34.535 eV
 1440.  1440 a                     +1.267538 H =       +34.491 eV
 1439.  1439 a                     +1.266942 H =       +34.475 eV
 1438.  1438 a                     +1.265933 H =       +34.448 eV
 1437.  1437 a                     +1.263716 H =       +34.387 eV
 1436.  1436 a                     +1.263251 H =       +34.375 eV
 1435.  1435 a                     +1.262088 H =       +34.343 eV
 1434.  1434 a                     +1.261964 H =       +34.340 eV
 1433.  1433 a                     +1.261130 H =       +34.317 eV
 1432.  1432 a                     +1.259683 H =       +34.278 eV
 1431.  1431 a                     +1.258252 H =       +34.239 eV
 1430.  1430 a                     +1.258121 H =       +34.235 eV
 1429.  1429 a                     +1.256825 H =       +34.200 eV
 1428.  1428 a                     +1.255578 H =       +34.166 eV
 1427.  1427 a                     +1.253307 H =       +34.104 eV
 1426.  1426 a                     +1.251058 H =       +34.043 eV
 1425.  1425 a                     +1.249238 H =       +33.994 eV
 1424.  1424 a                     +1.249177 H =       +33.992 eV
 1423.  1423 a                     +1.248414 H =       +33.971 eV
 1422.  1422 a                     +1.247257 H =       +33.940 eV
 1421.  1421 a                     +1.246612 H =       +33.922 eV
 1420.  1420 a                     +1.245317 H =       +33.887 eV
 1419.  1419 a                     +1.244726 H =       +33.871 eV
 1418.  1418 a                     +1.242555 H =       +33.812 eV
 1417.  1417 a                     +1.241826 H =       +33.792 eV
 1416.  1416 a                     +1.240634 H =       +33.759 eV
 1415.  1415 a                     +1.239745 H =       +33.735 eV
 1414.  1414 a                     +1.238447 H =       +33.700 eV
 1413.  1413 a                     +1.236421 H =       +33.645 eV
 1412.  1412 a                     +1.236248 H =       +33.640 eV
 1411.  1411 a                     +1.235208 H =       +33.612 eV
 1410.  1410 a                     +1.233769 H =       +33.573 eV
 1409.  1409 a                     +1.232499 H =       +33.538 eV
 1408.  1408 a                     +1.231480 H =       +33.510 eV
 1407.  1407 a                     +1.230001 H =       +33.470 eV
 1406.  1406 a                     +1.229913 H =       +33.468 eV
 1405.  1405 a                     +1.228214 H =       +33.421 eV
 1404.  1404 a                     +1.226152 H =       +33.365 eV
 1403.  1403 a                     +1.225267 H =       +33.341 eV
 1402.  1402 a                     +1.224923 H =       +33.332 eV
 1401.  1401 a                     +1.223841 H =       +33.302 eV
 1400.  1400 a                     +1.222419 H =       +33.264 eV
 1399.  1399 a                     +1.221983 H =       +33.252 eV
 1398.  1398 a                     +1.220215 H =       +33.204 eV
 1397.  1397 a                     +1.219225 H =       +33.177 eV
 1396.  1396 a                     +1.216822 H =       +33.111 eV
 1395.  1395 a                     +1.216256 H =       +33.096 eV
 1394.  1394 a                     +1.213889 H =       +33.032 eV
 1393.  1393 a                     +1.213426 H =       +33.019 eV
 1392.  1392 a                     +1.212086 H =       +32.983 eV
 1391.  1391 a                     +1.211639 H =       +32.970 eV
 1390.  1390 a                     +1.211052 H =       +32.954 eV
 1389.  1389 a                     +1.209195 H =       +32.904 eV
 1388.  1388 a                     +1.208448 H =       +32.884 eV
 1387.  1387 a                     +1.207667 H =       +32.862 eV
 1386.  1386 a                     +1.205562 H =       +32.805 eV
 1385.  1385 a                     +1.205022 H =       +32.790 eV
 1384.  1384 a                     +1.204070 H =       +32.764 eV
 1383.  1383 a                     +1.201611 H =       +32.698 eV
 1382.  1382 a                     +1.200670 H =       +32.672 eV
 1381.  1381 a                     +1.200479 H =       +32.667 eV
 1380.  1380 a                     +1.198574 H =       +32.615 eV
 1379.  1379 a                     +1.197980 H =       +32.599 eV
 1378.  1378 a                     +1.197232 H =       +32.578 eV
 1377.  1377 a                     +1.195213 H =       +32.523 eV
 1376.  1376 a                     +1.193883 H =       +32.487 eV
 1375.  1375 a                     +1.193091 H =       +32.466 eV
 1374.  1374 a                     +1.191422 H =       +32.420 eV
 1373.  1373 a                     +1.190038 H =       +32.383 eV
 1372.  1372 a                     +1.188140 H =       +32.331 eV
 1371.  1371 a                     +1.186152 H =       +32.277 eV
 1370.  1370 a                     +1.186030 H =       +32.274 eV
 1369.  1369 a                     +1.184423 H =       +32.230 eV
 1368.  1368 a                     +1.183425 H =       +32.203 eV
 1367.  1367 a                     +1.181738 H =       +32.157 eV
 1366.  1366 a                     +1.179822 H =       +32.105 eV
 1365.  1365 a                     +1.177417 H =       +32.039 eV
