
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:38:37.641 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   415.   415 a     -0.19251350 H =     -5.23856 eV
   LUMO:   416.   416 a     -0.12911887 H =     -3.51351 eV
   Gap :                    +0.06339462 H =     +1.72506 eV
 
Number of MOs=   4716, Electrons=    830.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
 2070.  2070 a                     +2.244521 H =       +61.077 eV
 2069.  2069 a                     +2.241324 H =       +60.990 eV
 2068.  2068 a                     +2.240170 H =       +60.958 eV
 2067.  2067 a                     +2.238047 H =       +60.900 eV
 2066.  2066 a                     +2.235490 H =       +60.831 eV
 2065.  2065 a                     +2.234787 H =       +60.812 eV
 2064.  2064 a                     +2.232307 H =       +60.744 eV
 2063.  2063 a                     +2.231066 H =       +60.710 eV
 2062.  2062 a                     +2.228019 H =       +60.628 eV
 2061.  2061 a                     +2.222248 H =       +60.470 eV
 2060.  2060 a                     +2.220749 H =       +60.430 eV
 2059.  2059 a                     +2.218727 H =       +60.375 eV
 2058.  2058 a                     +2.216624 H =       +60.317 eV
 2057.  2057 a                     +2.216036 H =       +60.301 eV
 2056.  2056 a                     +2.211871 H =       +60.188 eV
 2055.  2055 a                     +2.210181 H =       +60.142 eV
 2054.  2054 a                     +2.208033 H =       +60.084 eV
 2053.  2053 a                     +2.207370 H =       +60.066 eV
 2052.  2052 a                     +2.206578 H =       +60.044 eV
 2051.  2051 a                     +2.201269 H =       +59.900 eV
 2050.  2050 a                     +2.198662 H =       +59.829 eV
 2049.  2049 a                     +2.196044 H =       +59.757 eV
 2048.  2048 a                     +2.194340 H =       +59.711 eV
 2047.  2047 a                     +2.188564 H =       +59.554 eV
 2046.  2046 a                     +2.180610 H =       +59.337 eV
 2045.  2045 a                     +2.179220 H =       +59.300 eV
 2044.  2044 a                     +2.178300 H =       +59.275 eV
 2043.  2043 a                     +2.175201 H =       +59.190 eV
 2042.  2042 a                     +2.172948 H =       +59.129 eV
 2041.  2041 a                     +2.170945 H =       +59.074 eV
 2040.  2040 a                     +2.167269 H =       +58.974 eV
 2039.  2039 a                     +2.163815 H =       +58.880 eV
 2038.  2038 a                     +2.161100 H =       +58.807 eV
 2037.  2037 a                     +2.158181 H =       +58.727 eV
 2036.  2036 a                     +2.155613 H =       +58.657 eV
 2035.  2035 a                     +2.152350 H =       +58.568 eV
 2034.  2034 a                     +2.150158 H =       +58.509 eV
 2033.  2033 a                     +2.148119 H =       +58.453 eV
 2032.  2032 a                     +2.142570 H =       +58.302 eV
 2031.  2031 a                     +2.142119 H =       +58.290 eV
 2030.  2030 a                     +2.138170 H =       +58.183 eV
 2029.  2029 a                     +2.133440 H =       +58.054 eV
 2028.  2028 a                     +2.129214 H =       +57.939 eV
 2027.  2027 a                     +2.127634 H =       +57.896 eV
 2026.  2026 a                     +2.124989 H =       +57.824 eV
 2025.  2025 a                     +2.122136 H =       +57.746 eV
 2024.  2024 a                     +2.118299 H =       +57.642 eV
 2023.  2023 a                     +2.115420 H =       +57.564 eV
 2022.  2022 a                     +2.111487 H =       +57.457 eV
 2021.  2021 a                     +2.107794 H =       +57.356 eV
 2020.  2020 a                     +2.105140 H =       +57.284 eV
 2019.  2019 a                     +2.102347 H =       +57.208 eV
 2018.  2018 a                     +2.101701 H =       +57.190 eV
 2017.  2017 a                     +2.095474 H =       +57.021 eV
 2016.  2016 a                     +2.091254 H =       +56.906 eV
 2015.  2015 a                     +2.090488 H =       +56.885 eV
 2014.  2014 a                     +2.087750 H =       +56.811 eV
 2013.  2013 a                     +2.086486 H =       +56.776 eV
 2012.  2012 a                     +2.079967 H =       +56.599 eV
 2011.  2011 a                     +2.075564 H =       +56.479 eV
 2010.  2010 a                     +2.073512 H =       +56.423 eV
 2009.  2009 a                     +2.069871 H =       +56.324 eV
 2008.  2008 a                     +2.069047 H =       +56.302 eV
 2007.  2007 a                     +2.061836 H =       +56.105 eV
 2006.  2006 a                     +2.055676 H =       +55.938 eV
 2005.  2005 a                     +2.052802 H =       +55.860 eV
 2004.  2004 a                     +2.052111 H =       +55.841 eV
 2003.  2003 a                     +2.050250 H =       +55.790 eV
 2002.  2002 a                     +2.048128 H =       +55.732 eV
 2001.  2001 a                     +2.041143 H =       +55.542 eV
 2000.  2000 a                     +2.038418 H =       +55.468 eV
 1999.  1999 a                     +2.035206 H =       +55.381 eV
 1998.  1998 a                     +2.034048 H =       +55.349 eV
 1997.  1997 a                     +2.031827 H =       +55.289 eV
 1996.  1996 a                     +2.025621 H =       +55.120 eV
 1995.  1995 a                     +2.021158 H =       +54.999 eV
 1994.  1994 a                     +2.017711 H =       +54.905 eV
 1993.  1993 a                     +2.015302 H =       +54.839 eV
 1992.  1992 a                     +2.013886 H =       +54.801 eV
 1991.  1991 a                     +2.011125 H =       +54.726 eV
 1990.  1990 a                     +2.010111 H =       +54.698 eV
 1989.  1989 a                     +2.007724 H =       +54.633 eV
 1988.  1988 a                     +2.006922 H =       +54.611 eV
 1987.  1987 a                     +2.004372 H =       +54.542 eV
 1986.  1986 a                     +2.002156 H =       +54.481 eV
 1985.  1985 a                     +1.999082 H =       +54.398 eV
 1984.  1984 a                     +1.998215 H =       +54.374 eV
 1983.  1983 a                     +1.997327 H =       +54.350 eV
 1982.  1982 a                     +1.994845 H =       +54.283 eV
 1981.  1981 a                     +1.992994 H =       +54.232 eV
 1980.  1980 a                     +1.989925 H =       +54.149 eV
 1979.  1979 a                     +1.988106 H =       +54.099 eV
 1978.  1978 a                     +1.985182 H =       +54.020 eV
 1977.  1977 a                     +1.983989 H =       +53.987 eV
 1976.  1976 a                     +1.980193 H =       +53.884 eV
 1975.  1975 a                     +1.977581 H =       +53.813 eV
 1974.  1974 a                     +1.976613 H =       +53.786 eV
 1973.  1973 a                     +1.972538 H =       +53.676 eV
 1972.  1972 a                     +1.971468 H =       +53.646 eV
 1971.  1971 a                     +1.966481 H =       +53.511 eV
 1970.  1970 a                     +1.963365 H =       +53.426 eV
 1969.  1969 a                     +1.961716 H =       +53.381 eV
 1968.  1968 a                     +1.960313 H =       +53.343 eV
 1967.  1967 a                     +1.955871 H =       +53.222 eV
 1966.  1966 a                     +1.955266 H =       +53.206 eV
 1965.  1965 a                     +1.947868 H =       +53.004 eV
 1964.  1964 a                     +1.946564 H =       +52.969 eV
 1963.  1963 a                     +1.942329 H =       +52.854 eV
 1962.  1962 a                     +1.941089 H =       +52.820 eV
 1961.  1961 a                     +1.938477 H =       +52.749 eV
 1960.  1960 a                     +1.936522 H =       +52.695 eV
 1959.  1959 a                     +1.935382 H =       +52.664 eV
 1958.  1958 a                     +1.931536 H =       +52.560 eV
 1957.  1957 a                     +1.929712 H =       +52.510 eV
 1956.  1956 a                     +1.927842 H =       +52.459 eV
 1955.  1955 a                     +1.923522 H =       +52.342 eV
 1954.  1954 a                     +1.921474 H =       +52.286 eV
 1953.  1953 a                     +1.920935 H =       +52.271 eV
 1952.  1952 a                     +1.918050 H =       +52.193 eV
 1951.  1951 a                     +1.912403 H =       +52.039 eV
 1950.  1950 a                     +1.908174 H =       +51.924 eV
 1949.  1949 a                     +1.907145 H =       +51.896 eV
 1948.  1948 a                     +1.901418 H =       +51.740 eV
 1947.  1947 a                     +1.900979 H =       +51.728 eV
 1946.  1946 a                     +1.896454 H =       +51.605 eV
 1945.  1945 a                     +1.893310 H =       +51.520 eV
 1944.  1944 a                     +1.888036 H =       +51.376 eV
 1943.  1943 a                     +1.887369 H =       +51.358 eV
 1942.  1942 a                     +1.885773 H =       +51.315 eV
 1941.  1941 a                     +1.883967 H =       +51.265 eV
 1940.  1940 a                     +1.882709 H =       +51.231 eV
 1939.  1939 a                     +1.879817 H =       +51.152 eV
 1938.  1938 a                     +1.878562 H =       +51.118 eV
 1937.  1937 a                     +1.877587 H =       +51.092 eV
 1936.  1936 a                     +1.872582 H =       +50.956 eV
 1935.  1935 a                     +1.870557 H =       +50.900 eV
 1934.  1934 a                     +1.865798 H =       +50.771 eV
 1933.  1933 a                     +1.864415 H =       +50.733 eV
 1932.  1932 a                     +1.861641 H =       +50.658 eV
 1931.  1931 a                     +1.859666 H =       +50.604 eV
 1930.  1930 a                     +1.857659 H =       +50.549 eV
 1929.  1929 a                     +1.855190 H =       +50.482 eV
 1928.  1928 a                     +1.851393 H =       +50.379 eV
 1927.  1927 a                     +1.850138 H =       +50.345 eV
 1926.  1926 a                     +1.847837 H =       +50.282 eV
 1925.  1925 a                     +1.845704 H =       +50.224 eV
 1924.  1924 a                     +1.842281 H =       +50.131 eV
 1923.  1923 a                     +1.840104 H =       +50.072 eV
 1922.  1922 a                     +1.838538 H =       +50.029 eV
 1921.  1921 a                     +1.836579 H =       +49.976 eV
 1920.  1920 a                     +1.832786 H =       +49.873 eV
 1919.  1919 a                     +1.829731 H =       +49.790 eV
 1918.  1918 a                     +1.825839 H =       +49.684 eV
 1917.  1917 a                     +1.822963 H =       +49.605 eV
 1916.  1916 a                     +1.819825 H =       +49.520 eV
 1915.  1915 a                     +1.819076 H =       +49.500 eV
 1914.  1914 a                     +1.817683 H =       +49.462 eV
 1913.  1913 a                     +1.816226 H =       +49.422 eV
 1912.  1912 a                     +1.814613 H =       +49.378 eV
 1911.  1911 a                     +1.812850 H =       +49.330 eV
 1910.  1910 a                     +1.811150 H =       +49.284 eV
 1909.  1909 a                     +1.809239 H =       +49.232 eV
 1908.  1908 a                     +1.807779 H =       +49.192 eV
 1907.  1907 a                     +1.805717 H =       +49.136 eV
 1906.  1906 a                     +1.803710 H =       +49.081 eV
 1905.  1905 a                     +1.801099 H =       +49.010 eV
 1904.  1904 a                     +1.798287 H =       +48.934 eV
 1903.  1903 a                     +1.797240 H =       +48.905 eV
 1902.  1902 a                     +1.794314 H =       +48.826 eV
 1901.  1901 a                     +1.791662 H =       +48.754 eV
 1900.  1900 a                     +1.790346 H =       +48.718 eV
 1899.  1899 a                     +1.788017 H =       +48.654 eV
 1898.  1898 a                     +1.787672 H =       +48.645 eV
 1897.  1897 a                     +1.786905 H =       +48.624 eV
 1896.  1896 a                     +1.783505 H =       +48.532 eV
 1895.  1895 a                     +1.781090 H =       +48.466 eV
 1894.  1894 a                     +1.779109 H =       +48.412 eV
 1893.  1893 a                     +1.778164 H =       +48.386 eV
 1892.  1892 a                     +1.774352 H =       +48.283 eV
 1891.  1891 a                     +1.770747 H =       +48.185 eV
 1890.  1890 a                     +1.769664 H =       +48.155 eV
 1889.  1889 a                     +1.766645 H =       +48.073 eV
 1888.  1888 a                     +1.765436 H =       +48.040 eV
 1887.  1887 a                     +1.763038 H =       +47.975 eV
 1886.  1886 a                     +1.762276 H =       +47.954 eV
 1885.  1885 a                     +1.760593 H =       +47.908 eV
 1884.  1884 a                     +1.758192 H =       +47.843 eV
 1883.  1883 a                     +1.755061 H =       +47.758 eV
 1882.  1882 a                     +1.754002 H =       +47.729 eV
 1881.  1881 a                     +1.751484 H =       +47.660 eV
 1880.  1880 a                     +1.749115 H =       +47.596 eV
 1879.  1879 a                     +1.747646 H =       +47.556 eV
 1878.  1878 a                     +1.746411 H =       +47.522 eV
 1877.  1877 a                     +1.744442 H =       +47.469 eV
 1876.  1876 a                     +1.742310 H =       +47.411 eV
 1875.  1875 a                     +1.741552 H =       +47.390 eV
 1874.  1874 a                     +1.739009 H =       +47.321 eV
 1873.  1873 a                     +1.738028 H =       +47.294 eV
 1872.  1872 a                     +1.734829 H =       +47.207 eV
 1871.  1871 a                     +1.734253 H =       +47.191 eV
 1870.  1870 a                     +1.731319 H =       +47.112 eV
 1869.  1869 a                     +1.730161 H =       +47.080 eV
 1868.  1868 a                     +1.726193 H =       +46.972 eV
 1867.  1867 a                     +1.723519 H =       +46.899 eV
 1866.  1866 a                     +1.721381 H =       +46.841 eV
 1865.  1865 a                     +1.720598 H =       +46.820 eV
 1864.  1864 a                     +1.719745 H =       +46.797 eV
 1863.  1863 a                     +1.715416 H =       +46.679 eV
 1862.  1862 a                     +1.714560 H =       +46.656 eV
 1861.  1861 a                     +1.710778 H =       +46.553 eV
 1860.  1860 a                     +1.709443 H =       +46.516 eV
 1859.  1859 a                     +1.707848 H =       +46.473 eV
 1858.  1858 a                     +1.704349 H =       +46.378 eV
 1857.  1857 a                     +1.702893 H =       +46.338 eV
 1856.  1856 a                     +1.702183 H =       +46.319 eV
 1855.  1855 a                     +1.700857 H =       +46.283 eV
 1854.  1854 a                     +1.699314 H =       +46.241 eV
 1853.  1853 a                     +1.695819 H =       +46.146 eV
 1852.  1852 a                     +1.694871 H =       +46.120 eV
 1851.  1851 a                     +1.691360 H =       +46.024 eV
 1850.  1850 a                     +1.690419 H =       +45.999 eV
 1849.  1849 a                     +1.689873 H =       +45.984 eV
 1848.  1848 a                     +1.686683 H =       +45.897 eV
 1847.  1847 a                     +1.684577 H =       +45.840 eV
 1846.  1846 a                     +1.683600 H =       +45.813 eV
 1845.  1845 a                     +1.681528 H =       +45.757 eV
 1844.  1844 a                     +1.678915 H =       +45.686 eV
 1843.  1843 a                     +1.677874 H =       +45.657 eV
 1842.  1842 a                     +1.675807 H =       +45.601 eV
 1841.  1841 a                     +1.675018 H =       +45.580 eV
 1840.  1840 a                     +1.672497 H =       +45.511 eV
 1839.  1839 a                     +1.671756 H =       +45.491 eV
 1838.  1838 a                     +1.668720 H =       +45.408 eV
 1837.  1837 a                     +1.667600 H =       +45.378 eV
 1836.  1836 a                     +1.666011 H =       +45.334 eV
 1835.  1835 a                     +1.665063 H =       +45.309 eV
 1834.  1834 a                     +1.663521 H =       +45.267 eV
 1833.  1833 a                     +1.661676 H =       +45.217 eV
 1832.  1832 a                     +1.658521 H =       +45.131 eV
 1831.  1831 a                     +1.657579 H =       +45.105 eV
 1830.  1830 a                     +1.656164 H =       +45.067 eV
 1829.  1829 a                     +1.653902 H =       +45.005 eV
 1828.  1828 a                     +1.652792 H =       +44.975 eV
 1827.  1827 a                     +1.650495 H =       +44.912 eV
 1826.  1826 a                     +1.647691 H =       +44.836 eV
 1825.  1825 a                     +1.645809 H =       +44.785 eV
 1824.  1824 a                     +1.645223 H =       +44.769 eV
 1823.  1823 a                     +1.643785 H =       +44.730 eV
 1822.  1822 a                     +1.642341 H =       +44.690 eV
 1821.  1821 a                     +1.640586 H =       +44.643 eV
 1820.  1820 a                     +1.639846 H =       +44.623 eV
 1819.  1819 a                     +1.639537 H =       +44.614 eV
 1818.  1818 a                     +1.638728 H =       +44.592 eV
 1817.  1817 a                     +1.636903 H =       +44.542 eV
 1816.  1816 a                     +1.634843 H =       +44.486 eV
 1815.  1815 a                     +1.631493 H =       +44.395 eV
 1814.  1814 a                     +1.628820 H =       +44.322 eV
 1813.  1813 a                     +1.628307 H =       +44.309 eV
 1812.  1812 a                     +1.627217 H =       +44.279 eV
 1811.  1811 a                     +1.625408 H =       +44.230 eV
 1810.  1810 a                     +1.624352 H =       +44.201 eV
 1809.  1809 a                     +1.622619 H =       +44.154 eV
 1808.  1808 a                     +1.621896 H =       +44.134 eV
 1807.  1807 a                     +1.621161 H =       +44.114 eV
 1806.  1806 a                     +1.618092 H =       +44.031 eV
 1805.  1805 a                     +1.616339 H =       +43.983 eV
 1804.  1804 a                     +1.614982 H =       +43.946 eV
 1803.  1803 a                     +1.614332 H =       +43.928 eV
 1802.  1802 a                     +1.611903 H =       +43.862 eV
 1801.  1801 a                     +1.610823 H =       +43.833 eV
 1800.  1800 a                     +1.609189 H =       +43.788 eV
 1799.  1799 a                     +1.608546 H =       +43.771 eV
 1798.  1798 a                     +1.606738 H =       +43.722 eV
 1797.  1797 a                     +1.605753 H =       +43.695 eV
 1796.  1796 a                     +1.604598 H =       +43.663 eV
 1795.  1795 a                     +1.602678 H =       +43.611 eV
 1794.  1794 a                     +1.598968 H =       +43.510 eV
 1793.  1793 a                     +1.598451 H =       +43.496 eV
 1792.  1792 a                     +1.596658 H =       +43.447 eV
 1791.  1791 a                     +1.594180 H =       +43.380 eV
 1790.  1790 a                     +1.593011 H =       +43.348 eV
 1789.  1789 a                     +1.592193 H =       +43.326 eV
 1788.  1788 a                     +1.590790 H =       +43.288 eV
 1787.  1787 a                     +1.588913 H =       +43.237 eV
 1786.  1786 a                     +1.587871 H =       +43.208 eV
 1785.  1785 a                     +1.586964 H =       +43.184 eV
 1784.  1784 a                     +1.584499 H =       +43.116 eV
 1783.  1783 a                     +1.582700 H =       +43.067 eV
 1782.  1782 a                     +1.581968 H =       +43.048 eV
 1781.  1781 a                     +1.581187 H =       +43.026 eV
 1780.  1780 a                     +1.581017 H =       +43.022 eV
 1779.  1779 a                     +1.579447 H =       +42.979 eV
 1778.  1778 a                     +1.578069 H =       +42.941 eV
 1777.  1777 a                     +1.576490 H =       +42.899 eV
 1776.  1776 a                     +1.573384 H =       +42.814 eV
 1775.  1775 a                     +1.571739 H =       +42.769 eV
 1774.  1774 a                     +1.569284 H =       +42.702 eV
 1773.  1773 a                     +1.568714 H =       +42.687 eV
 1772.  1772 a                     +1.566786 H =       +42.634 eV
 1771.  1771 a                     +1.565399 H =       +42.597 eV
 1770.  1770 a                     +1.564364 H =       +42.569 eV
 1769.  1769 a                     +1.562898 H =       +42.529 eV
 1768.  1768 a                     +1.560504 H =       +42.464 eV
 1767.  1767 a                     +1.559733 H =       +42.443 eV
 1766.  1766 a                     +1.557517 H =       +42.382 eV
 1765.  1765 a                     +1.556037 H =       +42.342 eV
 1764.  1764 a                     +1.554593 H =       +42.303 eV
 1763.  1763 a                     +1.553930 H =       +42.285 eV
 1762.  1762 a                     +1.553542 H =       +42.274 eV
 1761.  1761 a                     +1.550755 H =       +42.198 eV
 1760.  1760 a                     +1.549918 H =       +42.175 eV
 1759.  1759 a                     +1.549467 H =       +42.163 eV
 1758.  1758 a                     +1.546037 H =       +42.070 eV
 1757.  1757 a                     +1.545630 H =       +42.059 eV
 1756.  1756 a                     +1.544524 H =       +42.029 eV
 1755.  1755 a                     +1.543327 H =       +41.996 eV
 1754.  1754 a                     +1.542080 H =       +41.962 eV
 1753.  1753 a                     +1.540152 H =       +41.910 eV
 1752.  1752 a                     +1.538381 H =       +41.861 eV
 1751.  1751 a                     +1.537378 H =       +41.834 eV
 1750.  1750 a                     +1.536583 H =       +41.813 eV
 1749.  1749 a                     +1.536214 H =       +41.803 eV
 1748.  1748 a                     +1.533561 H =       +41.730 eV
 1747.  1747 a                     +1.532946 H =       +41.714 eV
 1746.  1746 a                     +1.529744 H =       +41.626 eV
 1745.  1745 a                     +1.528781 H =       +41.600 eV
 1744.  1744 a                     +1.527929 H =       +41.577 eV
 1743.  1743 a                     +1.526300 H =       +41.533 eV
 1742.  1742 a                     +1.524257 H =       +41.477 eV
 1741.  1741 a                     +1.523565 H =       +41.458 eV
 1740.  1740 a                     +1.521095 H =       +41.391 eV
 1739.  1739 a                     +1.520386 H =       +41.372 eV
 1738.  1738 a                     +1.518436 H =       +41.319 eV
 1737.  1737 a                     +1.517960 H =       +41.306 eV
 1736.  1736 a                     +1.517234 H =       +41.286 eV
 1735.  1735 a                     +1.516072 H =       +41.254 eV
 1734.  1734 a                     +1.513631 H =       +41.188 eV
 1733.  1733 a                     +1.511482 H =       +41.130 eV
 1732.  1732 a                     +1.509453 H =       +41.074 eV
 1731.  1731 a                     +1.508699 H =       +41.054 eV
 1730.  1730 a                     +1.506577 H =       +40.996 eV
 1729.  1729 a                     +1.505662 H =       +40.971 eV
 1728.  1728 a                     +1.504668 H =       +40.944 eV
 1727.  1727 a                     +1.502441 H =       +40.884 eV
 1726.  1726 a                     +1.500945 H =       +40.843 eV
 1725.  1725 a                     +1.499042 H =       +40.791 eV
 1724.  1724 a                     +1.497822 H =       +40.758 eV
 1723.  1723 a                     +1.496771 H =       +40.729 eV
 1722.  1722 a                     +1.493756 H =       +40.647 eV
 1721.  1721 a                     +1.493418 H =       +40.638 eV
 1720.  1720 a                     +1.491582 H =       +40.588 eV
 1719.  1719 a                     +1.490109 H =       +40.548 eV
 1718.  1718 a                     +1.489196 H =       +40.523 eV
 1717.  1717 a                     +1.488022 H =       +40.491 eV
 1716.  1716 a                     +1.487649 H =       +40.481 eV
 1715.  1715 a                     +1.486926 H =       +40.461 eV
 1714.  1714 a                     +1.484114 H =       +40.385 eV
 1713.  1713 a                     +1.483683 H =       +40.373 eV
 1712.  1712 a                     +1.482952 H =       +40.353 eV
 1711.  1711 a                     +1.481112 H =       +40.303 eV
 1710.  1710 a                     +1.479352 H =       +40.255 eV
 1709.  1709 a                     +1.478488 H =       +40.232 eV
 1708.  1708 a                     +1.476761 H =       +40.185 eV
 1707.  1707 a                     +1.476240 H =       +40.171 eV
 1706.  1706 a                     +1.474007 H =       +40.110 eV
 1705.  1705 a                     +1.473445 H =       +40.095 eV
 1704.  1704 a                     +1.472326 H =       +40.064 eV
 1703.  1703 a                     +1.470709 H =       +40.020 eV
 1702.  1702 a                     +1.469834 H =       +39.996 eV
 1701.  1701 a                     +1.467697 H =       +39.938 eV
 1700.  1700 a                     +1.467519 H =       +39.933 eV
 1699.  1699 a                     +1.466855 H =       +39.915 eV
 1698.  1698 a                     +1.465029 H =       +39.865 eV
 1697.  1697 a                     +1.463417 H =       +39.822 eV
 1696.  1696 a                     +1.462424 H =       +39.795 eV
 1695.  1695 a                     +1.460819 H =       +39.751 eV
 1694.  1694 a                     +1.458795 H =       +39.696 eV
 1693.  1693 a                     +1.456709 H =       +39.639 eV
 1692.  1692 a                     +1.456189 H =       +39.625 eV
 1691.  1691 a                     +1.455323 H =       +39.601 eV
 1690.  1690 a                     +1.454897 H =       +39.590 eV
 1689.  1689 a                     +1.453644 H =       +39.556 eV
 1688.  1688 a                     +1.451183 H =       +39.489 eV
 1687.  1687 a                     +1.450365 H =       +39.466 eV
 1686.  1686 a                     +1.447643 H =       +39.392 eV
 1685.  1685 a                     +1.447091 H =       +39.377 eV
 1684.  1684 a                     +1.445436 H =       +39.332 eV
 1683.  1683 a                     +1.445211 H =       +39.326 eV
 1682.  1682 a                     +1.443407 H =       +39.277 eV
 1681.  1681 a                     +1.441267 H =       +39.219 eV
 1680.  1680 a                     +1.440980 H =       +39.211 eV
 1679.  1679 a                     +1.440106 H =       +39.187 eV
 1678.  1678 a                     +1.438190 H =       +39.135 eV
 1677.  1677 a                     +1.436903 H =       +39.100 eV
 1676.  1676 a                     +1.435140 H =       +39.052 eV
 1675.  1675 a                     +1.434459 H =       +39.034 eV
 1674.  1674 a                     +1.432635 H =       +38.984 eV
 1673.  1673 a                     +1.431317 H =       +38.948 eV
 1672.  1672 a                     +1.430802 H =       +38.934 eV
 1671.  1671 a                     +1.428829 H =       +38.880 eV
 1670.  1670 a                     +1.427305 H =       +38.839 eV
 1669.  1669 a                     +1.425270 H =       +38.784 eV
 1668.  1668 a                     +1.424672 H =       +38.767 eV
 1667.  1667 a                     +1.424258 H =       +38.756 eV
 1666.  1666 a                     +1.423992 H =       +38.749 eV
 1665.  1665 a                     +1.422210 H =       +38.700 eV
 1664.  1664 a                     +1.421192 H =       +38.673 eV
 1663.  1663 a                     +1.420525 H =       +38.654 eV
 1662.  1662 a                     +1.419271 H =       +38.620 eV
 1661.  1661 a                     +1.417645 H =       +38.576 eV
 1660.  1660 a                     +1.416280 H =       +38.539 eV
 1659.  1659 a                     +1.415880 H =       +38.528 eV
 1658.  1658 a                     +1.415151 H =       +38.508 eV
 1657.  1657 a                     +1.413500 H =       +38.463 eV
 1656.  1656 a                     +1.410994 H =       +38.395 eV
 1655.  1655 a                     +1.409680 H =       +38.359 eV
 1654.  1654 a                     +1.408663 H =       +38.332 eV
 1653.  1653 a                     +1.408235 H =       +38.320 eV
 1652.  1652 a                     +1.406059 H =       +38.261 eV
 1651.  1651 a                     +1.405900 H =       +38.257 eV
 1650.  1650 a                     +1.404177 H =       +38.210 eV
 1649.  1649 a                     +1.403466 H =       +38.190 eV
 1648.  1648 a                     +1.402132 H =       +38.154 eV
 1647.  1647 a                     +1.401005 H =       +38.123 eV
 1646.  1646 a                     +1.399826 H =       +38.091 eV
 1645.  1645 a                     +1.399217 H =       +38.075 eV
 1644.  1644 a                     +1.396725 H =       +38.007 eV
 1643.  1643 a                     +1.395162 H =       +37.964 eV
 1642.  1642 a                     +1.392841 H =       +37.901 eV
 1641.  1641 a                     +1.391804 H =       +37.873 eV
 1640.  1640 a                     +1.390988 H =       +37.851 eV
 1639.  1639 a                     +1.389930 H =       +37.822 eV
 1638.  1638 a                     +1.388923 H =       +37.795 eV
 1637.  1637 a                     +1.388044 H =       +37.771 eV
 1636.  1636 a                     +1.386365 H =       +37.725 eV
 1635.  1635 a                     +1.384973 H =       +37.687 eV
 1634.  1634 a                     +1.383797 H =       +37.655 eV
 1633.  1633 a                     +1.382888 H =       +37.630 eV
 1632.  1632 a                     +1.382440 H =       +37.618 eV
 1631.  1631 a                     +1.382092 H =       +37.609 eV
 1630.  1630 a                     +1.380804 H =       +37.574 eV
 1629.  1629 a                     +1.379326 H =       +37.533 eV
 1628.  1628 a                     +1.378242 H =       +37.504 eV
 1627.  1627 a                     +1.377391 H =       +37.481 eV
 1626.  1626 a                     +1.374450 H =       +37.401 eV
 1625.  1625 a                     +1.373744 H =       +37.382 eV
 1624.  1624 a                     +1.372659 H =       +37.352 eV
 1623.  1623 a                     +1.370850 H =       +37.303 eV
 1622.  1622 a                     +1.369516 H =       +37.266 eV
 1621.  1621 a                     +1.368169 H =       +37.230 eV
 1620.  1620 a                     +1.367039 H =       +37.199 eV
 1619.  1619 a                     +1.366206 H =       +37.176 eV
 1618.  1618 a                     +1.365426 H =       +37.155 eV
 1617.  1617 a                     +1.363999 H =       +37.116 eV
 1616.  1616 a                     +1.363448 H =       +37.101 eV
 1615.  1615 a                     +1.362232 H =       +37.068 eV
 1614.  1614 a                     +1.360903 H =       +37.032 eV
 1613.  1613 a                     +1.359140 H =       +36.984 eV
 1612.  1612 a                     +1.358435 H =       +36.965 eV
 1611.  1611 a                     +1.357671 H =       +36.944 eV
 1610.  1610 a                     +1.356666 H =       +36.917 eV
 1609.  1609 a                     +1.355442 H =       +36.883 eV
 1608.  1608 a                     +1.353968 H =       +36.843 eV
 1607.  1607 a                     +1.352034 H =       +36.791 eV
 1606.  1606 a                     +1.351458 H =       +36.775 eV
 1605.  1605 a                     +1.348526 H =       +36.695 eV
 1604.  1604 a                     +1.347449 H =       +36.666 eV
 1603.  1603 a                     +1.346514 H =       +36.641 eV
 1602.  1602 a                     +1.345404 H =       +36.610 eV
 1601.  1601 a                     +1.344692 H =       +36.591 eV
 1600.  1600 a                     +1.343462 H =       +36.557 eV
 1599.  1599 a                     +1.341945 H =       +36.516 eV
 1598.  1598 a                     +1.340795 H =       +36.485 eV
 1597.  1597 a                     +1.339645 H =       +36.454 eV
 1596.  1596 a                     +1.338319 H =       +36.418 eV
 1595.  1595 a                     +1.337762 H =       +36.402 eV
 1594.  1594 a                     +1.335880 H =       +36.351 eV
 1593.  1593 a                     +1.335472 H =       +36.340 eV
 1592.  1592 a                     +1.334841 H =       +36.323 eV
 1591.  1591 a                     +1.332696 H =       +36.265 eV
 1590.  1590 a                     +1.330288 H =       +36.199 eV
 1589.  1589 a                     +1.329330 H =       +36.173 eV
 1588.  1588 a                     +1.327829 H =       +36.132 eV
 1587.  1587 a                     +1.327070 H =       +36.111 eV
 1586.  1586 a                     +1.325673 H =       +36.073 eV
 1585.  1585 a                     +1.324352 H =       +36.037 eV
 1584.  1584 a                     +1.323216 H =       +36.007 eV
 1583.  1583 a                     +1.321272 H =       +35.954 eV
 1582.  1582 a                     +1.319967 H =       +35.918 eV
 1581.  1581 a                     +1.319143 H =       +35.896 eV
